""	"yr"	"individ_dbid"	"cohort"	"prev_fall"	"spring"	"fall"	"success"	"age"	"summergain"	"winterloss"	"max_snow"	"winter_dens"	"summer_dens"	"spr"	"max"
"213"	2008	5175	2002	70.8	65.2	74.8	1	6	9.59999999999999	-5.59999999999999	1205.188	2.434782609	5.974358974	180.39	0.3272
"214"	2008	5220	2004	69.4	63.6	75.2	0	4	11.6	-5.8	1205.188	2.434782609	5.974358974	180.39	0.3272
"215"	2008	5221	2004	64	63.6	69	1	4	5.4	-0.399999999999999	1205.188	2.434782609	5.974358974	180.39	0.3272
"216"	2008	5231	2001	64.2	61.2	67.2	1	7	6	-3	1205.188	2.434782609	5.974358974	180.39	0.3272
"217"	2008	5263	2002	78.2	77.4	70.2	1	6	-7.2	-0.799999999999997	1205.188	2.434782609	5.974358974	180.39	0.3272
"218"	2008	5294	1999	78.8	77.4	82.8	1	9	5.39999999999999	-1.39999999999999	1205.188	2.434782609	5.974358974	180.39	0.3272
"219"	2008	5298	2006	63.6	64	73.2	0	2	9.2	0.399999999999999	1205.188	2.434782609	5.974358974	180.39	0.3272
"220"	2008	5414	2004	71.8	61.6	66.2	1	4	4.6	-10.2	1205.188	2.434782609	5.974358974	180.39	0.3272
"221"	2008	5430	2004	77.4	73.8	87.6	0	4	13.8	-3.60000000000001	1205.188	2.434782609	5.974358974	180.39	0.3272
"222"	2008	5439	2004	71.4	66.2	68.4	1	4	2.2	-5.2	1205.188	2.434782609	5.974358974	180.39	0.3272
"223"	2008	5440	2004	59.8	60	67	0	4	7	0.200000000000003	1205.188	2.434782609	5.974358974	180.39	0.3272
"224"	2008	5441	2004	62.2	68.2	71	1	4	2.8	6	1205.188	2.434782609	5.974358974	180.39	0.3272
"225"	2008	5459	2005	55.6	53	64	0	3	11	-2.6	1205.188	2.434782609	5.974358974	180.39	0.3272
"226"	2008	5474	2005	58.4	52.6	71	0	3	18.4	-5.8	1205.188	2.434782609	5.974358974	180.39	0.3272
"227"	2008	5477	2005	72.8	71.8	74.2	1	3	2.40000000000001	-1	1205.188	2.434782609	5.974358974	180.39	0.3272
"228"	2008	5501	2006	64.8	63.8	75	0	2	11.2	-1	1205.188	2.434782609	5.974358974	180.39	0.3272
"229"	2008	5504	2006	54.6	51.2	63.8	0	2	12.6	-3.4	1205.188	2.434782609	5.974358974	180.39	0.3272
"230"	2008	5540	2005	70.8	63.6	68.2	1	3	4.6	-7.2	1205.188	2.434782609	5.974358974	180.39	0.3272
"231"	2008	5554	2006	61.8	61.2	62.2	1	2	1	-0.599999999999994	1205.188	2.434782609	5.974358974	180.39	0.3272
"232"	2008	5555	2006	63.8	62.6	71	0	2	8.4	-1.2	1205.188	2.434782609	5.974358974	180.39	0.3272
"233"	2008	5559	2006	58.6	55.6	66	0	2	10.4	-3	1205.188	2.434782609	5.974358974	180.39	0.3272
"234"	2009	5037	1999	85	82.6	87.6	0	9	5	-2.40000000000001	686.833	2.43115942	4.153846154	164.86	0.339
"235"	2009	5089	2000	76.6	70.2	75.8	1	9	5.59999999999999	-6.39999999999999	686.833	2.43115942	4.153846154	164.86	0.339
"236"	2009	5111	2002	80	74.2	80.6	1	7	6.39999999999999	-5.8	686.833	2.43115942	4.153846154	164.86	0.339
"237"	2009	5119	2001	71	70	73.8	1	8	3.8	-1	686.833	2.43115942	4.153846154	164.86	0.339
"238"	2009	5132	2002	69.4	70.6	69.8	1	7	-0.799999999999997	1.19999999999999	686.833	2.43115942	4.153846154	164.86	0.339
"239"	2009	5135	2002	78.8	73.8	75.2	1	7	1.40000000000001	-5	686.833	2.43115942	4.153846154	164.86	0.339
"240"	2009	5138	2000	83.6	84.2	83.6	1	9	-0.600000000000009	0.600000000000009	686.833	2.43115942	4.153846154	164.86	0.339
"241"	2009	5215	2003	85.4	85.8	85	1	6	-0.799999999999997	0.399999999999991	686.833	2.43115942	4.153846154	164.86	0.339
"242"	2009	5220	2004	75.2	72.4	78.2	1	5	5.8	-2.8	686.833	2.43115942	4.153846154	164.86	0.339
"243"	2009	5243	2001	72	69.6	72.4	1	8	2.80000000000001	-2.40000000000001	686.833	2.43115942	4.153846154	164.86	0.339
"244"	2009	5263	2002	70.2	76.2	75.6	1	7	-0.600000000000009	6	686.833	2.43115942	4.153846154	164.86	0.339
"245"	2009	5265	2007	62.6	64	68	1	2	4	1.4	686.833	2.43115942	4.153846154	164.86	0.339
"246"	2009	5298	2006	73.2	75.4	82.6	0	3	7.19999999999999	2.2	686.833	2.43115942	4.153846154	164.86	0.339
"247"	2009	5321	2007	54.2	56.4	58.2	1	2	1.8	2.2	686.833	2.43115942	4.153846154	164.86	0.339
"248"	2009	5389	2001	94.6	91.2	92.8	1	8	1.59999999999999	-3.39999999999999	686.833	2.43115942	4.153846154	164.86	0.339
"249"	2009	5413	2004	72	71.2	78.4	1	5	7.2	-0.799999999999997	686.833	2.43115942	4.153846154	164.86	0.339
"250"	2009	5414	2004	66.2	68.6	76.6	1	5	8	2.39999999999999	686.833	2.43115942	4.153846154	164.86	0.339
"251"	2009	5439	2004	68.4	65.2	71.6	1	5	6.39999999999999	-3.2	686.833	2.43115942	4.153846154	164.86	0.339
"252"	2009	5440	2004	67	67.2	64.8	1	5	-2.40000000000001	0.200000000000003	686.833	2.43115942	4.153846154	164.86	0.339
"253"	2009	5441	2004	71	71.8	74.8	1	5	3	0.799999999999997	686.833	2.43115942	4.153846154	164.86	0.339
"254"	2009	5454	2005	79.2	74	78.4	1	4	4.40000000000001	-5.2	686.833	2.43115942	4.153846154	164.86	0.339
"255"	2009	5461	2005	73.6	70.2	75	1	4	4.8	-3.39999999999999	686.833	2.43115942	4.153846154	164.86	0.339
"256"	2009	5472	2005	80.6	80.4	78	1	4	-2.40000000000001	-0.199999999999989	686.833	2.43115942	4.153846154	164.86	0.339
"257"	2009	5477	2005	74.2	74.8	85.8	0	4	11	0.599999999999994	686.833	2.43115942	4.153846154	164.86	0.339
"258"	2009	5501	2006	75	72	88.2	0	3	16.2	-3	686.833	2.43115942	4.153846154	164.86	0.339
"259"	2009	5540	2005	68.2	61.8	77.2	1	4	15.4	-6.40000000000001	686.833	2.43115942	4.153846154	164.86	0.339
"260"	2009	5557	2006	66	67.6	72	1	3	4.40000000000001	1.59999999999999	686.833	2.43115942	4.153846154	164.86	0.339
"261"	2010	5037	1999	87.6	84.8	76.8	1	9	-8	-2.8	842.629	2.710144928	4.491452991	166.54	0.3304
"262"	2010	5078	2002	64	61.4	67	0	8	5.6	-2.6	842.629	2.710144928	4.491452991	166.54	0.3304
"263"	2010	5089	2000	75.8	73.4	79.4	1	9	6	-2.39999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"264"	2010	5091	2002	73.2	71.6	73.2	1	8	1.60000000000001	-1.60000000000001	842.629	2.710144928	4.491452991	166.54	0.3304
"265"	2010	5119	2001	73.8	70.4	74.6	1	9	4.19999999999999	-3.39999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"266"	2010	5132	2002	69.8	71	69.6	1	8	-1.40000000000001	1.2	842.629	2.710144928	4.491452991	166.54	0.3304
"267"	2010	5173	2002	78.2	79.6	75.8	1	8	-3.8	1.39999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"268"	2010	5220	2004	78.2	71	76.4	1	6	5.40000000000001	-7.2	842.629	2.710144928	4.491452991	166.54	0.3304
"269"	2010	5221	2004	71.8	70.4	70.6	1	6	0.199999999999989	-1.39999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"270"	2010	5253	1999	73.2	73.6	70.4	1	9	-3.19999999999999	0.399999999999991	842.629	2.710144928	4.491452991	166.54	0.3304
"271"	2010	5257	2007	65.2	63.2	67.2	1	3	4	-2	842.629	2.710144928	4.491452991	166.54	0.3304
"272"	2010	5260	2007	68.2	67.8	76.4	1	3	8.60000000000001	-0.400000000000006	842.629	2.710144928	4.491452991	166.54	0.3304
"273"	2010	5263	2002	75.6	77.4	76	1	8	-1.40000000000001	1.80000000000001	842.629	2.710144928	4.491452991	166.54	0.3304
"274"	2010	5265	2007	68	65	78.8	0	3	13.8	-3	842.629	2.710144928	4.491452991	166.54	0.3304
"275"	2010	5292	2003	74.2	72.4	73.6	1	7	1.19999999999999	-1.8	842.629	2.710144928	4.491452991	166.54	0.3304
"276"	2010	5296	2006	78	73	76.2	1	4	3.2	-5	842.629	2.710144928	4.491452991	166.54	0.3304
"277"	2010	5298	2006	82.6	77.4	84	1	4	6.59999999999999	-5.19999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"278"	2010	5313	2008	62.6	63.8	68.6	1	2	4.8	1.2	842.629	2.710144928	4.491452991	166.54	0.3304
"279"	2010	5321	2007	58.2	51.2	61.2	1	3	10	-7	842.629	2.710144928	4.491452991	166.54	0.3304
"280"	2010	5363	2008	63.6	62.8	76.4	0	2	13.6	-0.800000000000004	842.629	2.710144928	4.491452991	166.54	0.3304
"281"	2010	5364	2008	53.8	53.8	60.6	1	2	6.8	0	842.629	2.710144928	4.491452991	166.54	0.3304
"282"	2010	5372	2008	60.4	55.4	71.6	0	2	16.2	-5	842.629	2.710144928	4.491452991	166.54	0.3304
"283"	2010	5373	2008	61.4	59.8	65.4	1	2	5.60000000000001	-1.6	842.629	2.710144928	4.491452991	166.54	0.3304
"284"	2010	5389	2001	92.8	89.8	89.6	1	9	-0.200000000000003	-3	842.629	2.710144928	4.491452991	166.54	0.3304
"285"	2010	5409	2004	71.6	70.6	71	1	6	0.400000000000006	-1	842.629	2.710144928	4.491452991	166.54	0.3304
"286"	2010	5414	2004	76.6	70	73	1	6	3	-6.59999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"287"	2010	5434	2004	82.6	77.2	82.4	1	6	5.2	-5.39999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"288"	2010	5439	2004	71.6	67	71.2	1	6	4.2	-4.59999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"289"	2010	5440	2004	64.8	63.8	65	1	6	1.2	-1	842.629	2.710144928	4.491452991	166.54	0.3304
"290"	2010	5441	2004	74.8	74	76	1	6	2	-0.799999999999997	842.629	2.710144928	4.491452991	166.54	0.3304
"291"	2010	5449	2006	87.4	83.2	86	1	4	2.8	-4.2	842.629	2.710144928	4.491452991	166.54	0.3304
"292"	2010	5454	2005	78.4	72.4	76	0	5	3.59999999999999	-6	842.629	2.710144928	4.491452991	166.54	0.3304
"293"	2010	5459	2005	73	66.2	71.2	1	5	5	-6.8	842.629	2.710144928	4.491452991	166.54	0.3304
"294"	2010	5461	2005	75	67.6	75.2	1	5	7.60000000000001	-7.40000000000001	842.629	2.710144928	4.491452991	166.54	0.3304
"295"	2010	5472	2005	78	82.4	78.8	1	5	-3.60000000000001	4.40000000000001	842.629	2.710144928	4.491452991	166.54	0.3304
"296"	2010	5477	2005	85.8	83.4	87.2	0	5	3.8	-2.39999999999999	842.629	2.710144928	4.491452991	166.54	0.3304
"297"	2010	5501	2006	88.2	83	87.2	0	4	4.2	-5.2	842.629	2.710144928	4.491452991	166.54	0.3304
"298"	2010	5508	2005	71.8	65.6	72.6	1	5	7	-6.2	842.629	2.710144928	4.491452991	166.54	0.3304
"299"	2010	5540	2005	77.2	71.8	80.2	0	5	8.40000000000001	-5.40000000000001	842.629	2.710144928	4.491452991	166.54	0.3304
"300"	2010	5543	2006	79.4	76.8	78.8	1	4	2	-2.60000000000001	842.629	2.710144928	4.491452991	166.54	0.3304
"301"	2010	5546	2001	74.8	74	74.4	1	9	0.400000000000006	-0.799999999999997	842.629	2.710144928	4.491452991	166.54	0.3304
"302"	2010	5557	2006	72	72.8	74.6	1	4	1.8	0.799999999999997	842.629	2.710144928	4.491452991	166.54	0.3304
"303"	2011	5037	1999	76.8	75.2	74.2	0	9	-1	-1.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"304"	2011	5053	2009	62.6	58	72.8	0	2	14.8	-4.6	1119.796	2.826086957	4.38034188	170.08	0.3444
"305"	2011	5056	2009	58.6	49	71	0	2	22	-9.6	1119.796	2.826086957	4.38034188	170.08	0.3444
"306"	2011	5064	2009	63.6	54.2	75.8	0	2	21.6	-9.4	1119.796	2.826086957	4.38034188	170.08	0.3444
"307"	2011	5067	2009	58.2	50.4	70.8	0	2	20.4	-7.8	1119.796	2.826086957	4.38034188	170.08	0.3444
"308"	2011	5089	2000	79.4	64.8	69	1	9	4.2	-14.6	1119.796	2.826086957	4.38034188	170.08	0.3444
"309"	2011	5091	2002	73.2	59.2	76	0	9	16.8	-14	1119.796	2.826086957	4.38034188	170.08	0.3444
"310"	2011	5093	2002	70.8	62.2	66.4	1	9	4.2	-8.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"311"	2011	5104	2001	80	74.4	78.4	1	9	4	-5.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"312"	2011	5119	2001	74.6	66	72.2	1	9	6.2	-8.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"313"	2011	5138	2000	83.8	79.2	77.6	1	9	-1.60000000000001	-4.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"314"	2011	5173	2002	75.8	73.2	75.8	1	9	2.59999999999999	-2.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"315"	2011	5188	2009	59.6	52.2	66.6	0	2	14.4	-7.4	1119.796	2.826086957	4.38034188	170.08	0.3444
"316"	2011	5198	2009	62.4	55.4	76.8	0	2	21.4	-7	1119.796	2.826086957	4.38034188	170.08	0.3444
"317"	2011	5202	2009	58.8	50.4	67.4	0	2	17	-8.4	1119.796	2.826086957	4.38034188	170.08	0.3444
"318"	2011	5215	2003	84.2	83.8	83.4	1	8	-0.399999999999991	-0.400000000000006	1119.796	2.826086957	4.38034188	170.08	0.3444
"319"	2011	5220	2004	76.4	64	80	0	7	16	-12.4	1119.796	2.826086957	4.38034188	170.08	0.3444
"320"	2011	5221	2004	70.6	65.4	71.6	0	7	6.19999999999999	-5.19999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"321"	2011	5234	2003	81.8	75.6	77.6	1	8	2	-6.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"322"	2011	5257	2007	67.2	64.6	64.4	1	4	-0.199999999999989	-2.60000000000001	1119.796	2.826086957	4.38034188	170.08	0.3444
"323"	2011	5259	2007	76.6	70.2	70.4	1	4	0.200000000000003	-6.39999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"324"	2011	5263	2002	76	68.2	71.6	1	9	3.39999999999999	-7.8	1119.796	2.826086957	4.38034188	170.08	0.3444
"325"	2011	5296	2006	76.2	65.2	70	1	5	4.8	-11	1119.796	2.826086957	4.38034188	170.08	0.3444
"326"	2011	5321	2007	61.2	58.2	63.4	0	4	5.2	-3	1119.796	2.826086957	4.38034188	170.08	0.3444
"327"	2011	5354	2008	66	63.2	65.6	1	3	2.39999999999999	-2.8	1119.796	2.826086957	4.38034188	170.08	0.3444
"328"	2011	5355	2008	61.6	53.8	76.2	0	3	22.4	-7.8	1119.796	2.826086957	4.38034188	170.08	0.3444
"329"	2011	5364	2008	60.6	52.8	61.6	1	3	8.8	-7.8	1119.796	2.826086957	4.38034188	170.08	0.3444
"330"	2011	5372	2008	71.6	62.4	66.2	1	3	3.8	-9.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"331"	2011	5373	2008	65.4	59.4	70	1	3	10.6	-6.00000000000001	1119.796	2.826086957	4.38034188	170.08	0.3444
"332"	2011	5389	2001	89.6	81.6	84.8	1	9	3.2	-8	1119.796	2.826086957	4.38034188	170.08	0.3444
"333"	2011	5409	2004	71	67	70	1	7	3	-4	1119.796	2.826086957	4.38034188	170.08	0.3444
"334"	2011	5413	2004	76.2	70	75.2	1	7	5.2	-6.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"335"	2011	5430	2004	83.8	74.6	80.4	0	7	5.80000000000001	-9.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"336"	2011	5434	2004	82.4	71.2	79.6	1	7	8.39999999999999	-11.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"337"	2011	5439	2004	71.2	65.4	65.6	1	7	0.199999999999989	-5.8	1119.796	2.826086957	4.38034188	170.08	0.3444
"338"	2011	5441	2004	76	71	73.2	0	7	2.2	-5	1119.796	2.826086957	4.38034188	170.08	0.3444
"339"	2011	5449	2006	86	76.8	80.2	1	5	3.40000000000001	-9.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"340"	2011	5454	2005	76	71.8	76	1	6	4.2	-4.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"341"	2011	5459	2005	71.2	60.8	74	0	6	13.2	-10.4	1119.796	2.826086957	4.38034188	170.08	0.3444
"342"	2011	5461	2005	75.2	68.2	66.6	1	6	-1.60000000000001	-7	1119.796	2.826086957	4.38034188	170.08	0.3444
"343"	2011	5472	2005	78.8	75.6	79.8	1	6	4.2	-3.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"344"	2011	5497	2004	71.6	64.2	79	0	7	14.8	-7.39999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"345"	2011	5501	2006	87.2	72.6	81.2	1	5	8.60000000000001	-14.6	1119.796	2.826086957	4.38034188	170.08	0.3444
"346"	2011	5503	2006	71.8	66.4	74.6	1	5	8.19999999999999	-5.39999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"347"	2011	5508	2005	72.6	65	71	1	6	6	-7.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"348"	2011	5540	2005	80.2	72.6	72.2	1	6	-0.399999999999991	-7.60000000000001	1119.796	2.826086957	4.38034188	170.08	0.3444
"349"	2011	5543	2006	78.8	73.2	76.6	1	5	3.39999999999999	-5.59999999999999	1119.796	2.826086957	4.38034188	170.08	0.3444
"350"	2011	5545	2006	93.6	78	79	1	5	1	-15.6	1119.796	2.826086957	4.38034188	170.08	0.3444
"351"	2011	5546	2001	74.4	71.4	69.6	1	9	-1.80000000000001	-3	1119.796	2.826086957	4.38034188	170.08	0.3444
"352"	2011	5552	2005	70	62.8	72.2	0	6	9.40000000000001	-7.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"353"	2011	5574	2006	69.2	64	66.6	1	5	2.59999999999999	-5.2	1119.796	2.826086957	4.38034188	170.08	0.3444
"354"	2012	5037	1999	74.2	67.4	77.4	0	9	10	-6.8	1327.608	2.942028986	5.418803419	174.87	0.325
"355"	2012	5058	2009	60.8	58	63.2	1	3	5.2	-2.8	1327.608	2.942028986	5.418803419	174.87	0.325
"356"	2012	5064	2009	75.8	69	75	1	3	6	-6.8	1327.608	2.942028986	5.418803419	174.87	0.325
"357"	2012	5067	2009	70.8	66.6	73.6	1	3	7	-4.2	1327.608	2.942028986	5.418803419	174.87	0.325
"358"	2012	5089	2000	69	62.2	71.6	1	9	9.39999999999999	-6.8	1327.608	2.942028986	5.418803419	174.87	0.325
"359"	2012	5091	2002	76	75	76.2	0	9	1.2	-1	1327.608	2.942028986	5.418803419	174.87	0.325
"360"	2012	5093	2002	66.4	61.6	70	1	9	8.4	-4.8	1327.608	2.942028986	5.418803419	174.87	0.325
"361"	2012	5119	2001	72.2	56.8	77.4	0	9	20.6	-15.4	1327.608	2.942028986	5.418803419	174.87	0.325
"362"	2012	5135	2002	66.2	67.8	67	1	9	-0.799999999999997	1.59999999999999	1327.608	2.942028986	5.418803419	174.87	0.325
"363"	2012	5173	2002	75.8	71.6	73.2	1	9	1.60000000000001	-4.2	1327.608	2.942028986	5.418803419	174.87	0.325
"364"	2012	5200	2009	68.2	64.2	67.2	1	3	3	-4	1327.608	2.942028986	5.418803419	174.87	0.325
"365"	2012	5201	2009	72.4	72.6	65	1	3	-7.59999999999999	0.199999999999989	1327.608	2.942028986	5.418803419	174.87	0.325
"366"	2012	5209	2009	64.2	62	65.8	1	3	3.8	-2.2	1327.608	2.942028986	5.418803419	174.87	0.325
"367"	2012	5221	2004	71.6	70.4	72	1	8	1.59999999999999	-1.19999999999999	1327.608	2.942028986	5.418803419	174.87	0.325
"368"	2012	5234	2003	77.6	74.6	78.8	1	9	4.2	-3	1327.608	2.942028986	5.418803419	174.87	0.325
"369"	2012	5257	2007	64.4	63.4	70.4	0	5	7.00000000000001	-1.00000000000001	1327.608	2.942028986	5.418803419	174.87	0.325
"370"	2012	5259	2007	70.4	70	73.6	1	5	3.59999999999999	-0.400000000000006	1327.608	2.942028986	5.418803419	174.87	0.325
"371"	2012	5290	2004	88.6	77.8	89.6	1	8	11.8	-10.8	1327.608	2.942028986	5.418803419	174.87	0.325
"372"	2012	5296	2006	70	64.2	68.4	1	6	4.2	-5.8	1327.608	2.942028986	5.418803419	174.87	0.325
"373"	2012	5320	2007	74.2	73.8	76	1	5	2.2	-0.400000000000006	1327.608	2.942028986	5.418803419	174.87	0.325
"374"	2012	5321	2007	63.4	62.2	64	1	5	1.8	-1.2	1327.608	2.942028986	5.418803419	174.87	0.325
"375"	2012	5345	2008	54.8	53	68.4	0	4	15.4	-1.8	1327.608	2.942028986	5.418803419	174.87	0.325
"376"	2012	5354	2008	65.6	70	69.6	1	4	-0.400000000000006	4.40000000000001	1327.608	2.942028986	5.418803419	174.87	0.325
"377"	2012	5355	2008	76.2	74.6	67.6	1	4	-7	-1.60000000000001	1327.608	2.942028986	5.418803419	174.87	0.325
"378"	2012	5364	2008	61.6	60	60.4	1	4	0.399999999999999	-1.6	1327.608	2.942028986	5.418803419	174.87	0.325
"379"	2012	5409	2004	70	72.4	72.6	1	8	0.199999999999989	2.40000000000001	1327.608	2.942028986	5.418803419	174.87	0.325
"380"	2012	5430	2004	80.4	68.4	88.8	0	8	20.4	-12	1327.608	2.942028986	5.418803419	174.87	0.325
"381"	2012	5439	2004	65.6	61.8	74	0	8	12.2	-3.8	1327.608	2.942028986	5.418803419	174.87	0.325
"382"	2012	5449	2006	80.2	82	87.4	1	6	5.40000000000001	1.8	1327.608	2.942028986	5.418803419	174.87	0.325
"383"	2012	5454	2005	76	69.8	80.2	0	7	10.4	-6.2	1327.608	2.942028986	5.418803419	174.87	0.325
"384"	2012	5461	2005	66.6	63	73.2	1	7	10.2	-3.59999999999999	1327.608	2.942028986	5.418803419	174.87	0.325
"385"	2012	5472	2005	79.8	79.6	76.6	1	7	-3	-0.200000000000003	1327.608	2.942028986	5.418803419	174.87	0.325
"386"	2012	5474	2005	69.8	62.8	74	1	7	11.2	-7	1327.608	2.942028986	5.418803419	174.87	0.325
"387"	2012	5482	2005	69.4	68.6	71	1	7	2.40000000000001	-0.800000000000011	1327.608	2.942028986	5.418803419	174.87	0.325
"388"	2012	5497	2004	79	78.4	80.6	0	8	2.19999999999999	-0.599999999999994	1327.608	2.942028986	5.418803419	174.87	0.325
"389"	2012	5501	2006	81.2	77.4	86.2	1	6	8.8	-3.8	1327.608	2.942028986	5.418803419	174.87	0.325
"390"	2012	5540	2005	72.2	70	68	1	7	-2	-2.2	1327.608	2.942028986	5.418803419	174.87	0.325
"391"	2012	5543	2006	76.6	76.6	79.6	1	6	3	0	1327.608	2.942028986	5.418803419	174.87	0.325
"392"	2012	5545	2006	79	76.4	79.8	1	6	3.39999999999999	-2.59999999999999	1327.608	2.942028986	5.418803419	174.87	0.325
"393"	2012	5546	2001	69.6	69	71.6	1	9	2.59999999999999	-0.599999999999994	1327.608	2.942028986	5.418803419	174.87	0.325
"394"	2012	5552	2005	72.2	73.8	70.4	1	7	-3.39999999999999	1.59999999999999	1327.608	2.942028986	5.418803419	174.87	0.325
"395"	2012	5559	2006	65.6	66.2	65.4	1	6	-0.799999999999997	0.600000000000009	1327.608	2.942028986	5.418803419	174.87	0.325
"396"	2012	5568	2006	65.2	66.6	65	1	6	-1.59999999999999	1.39999999999999	1327.608	2.942028986	5.418803419	174.87	0.325
"397"	2012	5574	2006	66.6	68.4	78.6	1	6	10.2	1.80000000000001	1327.608	2.942028986	5.418803419	174.87	0.325
"398"	2012	8703	2010	50.8	47.8	68.4	0	2	20.6	-3	1327.608	2.942028986	5.418803419	174.87	0.325
"399"	2012	8706	2010	62	56.6	72	0	2	15.4	-5.4	1327.608	2.942028986	5.418803419	174.87	0.325
"400"	2012	8709	2010	60.2	58.6	68.6	0	2	9.99999999999999	-1.6	1327.608	2.942028986	5.418803419	174.87	0.325
"401"	2012	8718	2010	62.4	58.8	63.2	1	2	4.40000000000001	-3.6	1327.608	2.942028986	5.418803419	174.87	0.325
"402"	2012	8723	2010	54.2	54.6	59.4	1	2	4.8	0.399999999999999	1327.608	2.942028986	5.418803419	174.87	0.325
"403"	2012	8747	2010	55.6	58.4	61.6	1	2	3.2	2.8	1327.608	2.942028986	5.418803419	174.87	0.325
"404"	2013	5037	1999	77.4	70.6	71.8	1	9	1.2	-6.80000000000001	1428.617	3.173913043	5.166666667	163.67	0.3461
"405"	2013	5064	2009	75	66.2	77.8	1	4	11.6	-8.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"406"	2013	5067	2009	73.6	61.8	77.4	1	4	15.6	-11.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"407"	2013	5089	2000	71.6	61.8	74.6	1	9	12.8	-9.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"408"	2013	5093	2002	70	63.2	70.4	1	9	7.2	-6.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"409"	2013	5173	2002	73.2	67.6	72.6	1	9	5	-5.60000000000001	1428.617	3.173913043	5.166666667	163.67	0.3461
"410"	2013	5188	2009	68.2	57.4	75.4	0	4	18	-10.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"411"	2013	5200	2009	67.2	56	76.2	0	4	20.2	-11.2	1428.617	3.173913043	5.166666667	163.67	0.3461
"412"	2013	5221	2004	72	64.8	73.8	1	9	9	-7.2	1428.617	3.173913043	5.166666667	163.67	0.3461
"413"	2013	5234	2003	78.8	73	79	1	9	6	-5.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"414"	2013	5257	2007	70.4	71.6	68.4	1	6	-3.19999999999999	1.19999999999999	1428.617	3.173913043	5.166666667	163.67	0.3461
"415"	2013	5265	2007	81	77.8	79	1	6	1.2	-3.2	1428.617	3.173913043	5.166666667	163.67	0.3461
"416"	2013	5292	2003	71.8	65	72.2	1	9	7.2	-6.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"417"	2013	5313	2008	70.4	65.4	76.8	1	5	11.4	-5	1428.617	3.173913043	5.166666667	163.67	0.3461
"418"	2013	5332	2006	74.6	69.2	67.6	1	7	-1.60000000000001	-5.39999999999999	1428.617	3.173913043	5.166666667	163.67	0.3461
"419"	2013	5345	2008	68.4	58	70.6	0	5	12.6	-10.4	1428.617	3.173913043	5.166666667	163.67	0.3461
"420"	2013	5354	2008	69.6	69	69.8	0	5	0.799999999999997	-0.599999999999994	1428.617	3.173913043	5.166666667	163.67	0.3461
"421"	2013	5355	2008	67.6	68.6	70.2	1	5	1.60000000000001	1	1428.617	3.173913043	5.166666667	163.67	0.3461
"422"	2013	5373	2008	78.6	72	74.4	1	5	2.40000000000001	-6.59999999999999	1428.617	3.173913043	5.166666667	163.67	0.3461
"423"	2013	5409	2004	72.6	70.8	71	1	9	0.200000000000003	-1.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"424"	2013	5414	2004	75.2	66.2	77	1	9	10.8	-9	1428.617	3.173913043	5.166666667	163.67	0.3461
"425"	2013	5439	2004	74	69.2	74	1	9	4.8	-4.8	1428.617	3.173913043	5.166666667	163.67	0.3461
"426"	2013	5440	2004	61.6	59.2	63.2	1	9	4	-2.4	1428.617	3.173913043	5.166666667	163.67	0.3461
"427"	2013	5449	2006	87.4	79.8	86.2	1	7	6.40000000000001	-7.60000000000001	1428.617	3.173913043	5.166666667	163.67	0.3461
